,listing_id,farmer_id,country,region,crop_type,quality_grade,harvest_date,listing_date,quantity_kg,ask_price_usd_per_kg,lat_cell,lon_cell,shelf_life_days_effective,days_since_harvest,spoilage_risk_score,lot_id,total_quantity_kg,weighted_avg_ask_price_usd_per_kg,avg_spoilage_risk_score,max_days_since_harvest,recommended_discount_pct,recommended_price_usd_per_kg,priority,order_id,match_score,decision,region_match,required_quantity_kg,min_quality_grade,max_days_since_harvest.1,target_price_usd_per_kg,baseline_shelf_life_days,medium_risk_day,high_risk_day,match_status
131,L100202,Ff03679b88e2e,Nigeria,Lagos,Tomatoes,C,2026-02-13,2026-02-15,50,0.72,7.83,9.92,6.1,6,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
132,L100204,Ffad0b0adbcaa,Nigeria,Rivers,Onions,B,2026-01-23,2026-01-24,182,0.66,7.53,8.66,30.0,27,0.851,,,,,,,,,,,,,,,,,30,18,26,Not Matched
133,L100205,F0552ad9fb026,Nigeria,FCT,Carrots,A,2026-02-03,2026-02-06,259,0.78,10.59,11.97,31.1,16,0.473,,,,,,,,,,,,,,,,,28,17,24,Not Matched
134,L100206,F9517b739ef62,Nigeria,Kaduna,Carrots,A,2026-01-28,2026-01-29,141,0.67,10.64,7.43,31.1,22,0.785,,,,,,,,,,,,,,,,,28,17,24,Not Matched
135,L100207,F8b17d54de253,South Africa,Western Cape,Bananas,B,2026-02-13,2026-02-15,53,0.63,-31.28,22.75,6.0,6,0.979,,,,,,,,,,,,,,,,,6,4,5,Not Matched
136,L100209,F4f9b9530e96a,Kenya,Kiambu,Bananas,C,2026-02-15,2026-02-18,117,0.58,-0.68,36.82,5.2,4,0.83,,,,,,,,,,,,,,,,,6,4,5,Not Matched
137,L100210,Ff3d4323094b6,South Africa,KwaZulu-Natal,Onions,A,2026-01-31,2026-02-03,91,0.7,-29.07,22.56,33.3,19,0.549,,,,,,,,,,,,,,,,,30,18,26,Not Matched
138,L100211,F875896a8f944,South Africa,Gauteng,Okra,A,2026-02-14,2026-02-15,106,1.48,-30.3,22.58,5.6,5,0.967,,,,,,,,,,,,,,,,,5,3,4,Not Matched
139,L100214,F73344c804750,South Africa,Free State,Okra,A,2026-02-16,2026-02-18,68,1.68,-30.8,22.32,5.6,3,0.455,,,,,,,,,,,,,,,,,5,3,4,Not Matched
140,L100215,F5fd8f7503194,South Africa,Gauteng,Onions,A,2026-01-06,2026-01-08,186,0.77,-31.26,21.64,33.3,44,0.944,,,,,,,,,,,,,,,,,30,18,26,Not Matched
141,L100218,F50196aa54156,South Africa,Western Cape,Mangoes,B,2026-02-17,2026-02-17,50,1.63,-30.4,24.23,7.0,2,0.287,,,,,,,,,,,,,,,,,7,4,6,Not Matched
142,L100220,Fca6497639f29,Kenya,Nakuru,Bell Peppers,A,2026-02-10,2026-02-10,105,1.92,2.01,38.68,11.1,9,0.813,,,,,,,,,,,,,,,,,10,6,8,Not Matched
143,L100221,Fddca80be1ffb,Nigeria,Kano,Carrots,A,2026-01-24,2026-01-25,207,0.7,10.69,7.37,31.1,26,0.87,,,,,,,,,,,,,,,,,28,17,24,Not Matched
144,L100224,Fb3ee5dedb2c0,Nigeria,Rivers,Carrots,B,2026-01-19,2026-01-20,84,0.91,7.97,10.05,28.0,31,0.995,,,,,,,,,,,,,,,,,28,17,24,Not Matched
145,L100225,F750139550447,Kenya,Uasin Gishu,Potatoes,A,2026-02-07,2026-02-10,145,0.57,0.94,38.15,50.0,12,0.186,,,,,,,,,,,,,,,,,45,27,38,Not Matched
146,L100226,F7a4370921019,Kenya,Uasin Gishu,Onions,C,2026-01-25,2026-01-26,76,0.54,1.81,36.8,26.1,25,0.955,,,,,,,,,,,,,,,,,30,18,26,Not Matched
147,L100227,F5c4fbcd41516,Kenya,Nairobi,Okra,A,2026-02-12,2026-02-13,116,1.45,-0.97,39.6,5.6,7,1.0,,,,,,,,,,,,,,,,,5,3,4,Not Matched
148,L100228,Fada2d17390dc,Nigeria,Lagos,Onions,B,2026-02-11,2026-02-12,141,0.55,5.42,8.41,30.0,8,0.33,,,,,,,,,,,,,,,,,30,18,26,Not Matched
149,L100229,Fa852ef8e5e1b,South Africa,Limpopo,Cucumbers,B,2026-02-17,2026-02-19,51,1.08,-30.72,20.96,7.0,2,0.194,,,,,,,,,,,,,,,,,7,4,6,Not Matched
150,L100230,Fe96dc2b98e2e,Kenya,Mombasa,Cucumbers,B,2026-02-17,2026-02-20,81,0.94,1.58,38.0,7.0,2,0.198,,,,,,,,,,,,,,,,,7,4,6,Not Matched
151,L100233,F1d9ab0c3ff43,Nigeria,Kano,Bananas,C,2026-02-13,2026-02-15,148,0.68,8.26,7.4,5.2,6,1.0,,,,,,,,,,,,,,,,,6,4,5,Not Matched
152,L100234,F72d41ad1ad0d,Kenya,Mombasa,Onions,A,2026-02-14,2026-02-16,50,0.71,0.6,38.29,33.3,5,0.184,,,,,,,,,,,,,,,,,30,18,26,Not Matched
153,L100236,Feccaf58b3d90,Kenya,Mombasa,Carrots,A,2026-02-04,2026-02-05,120,0.84,1.71,38.51,31.1,15,0.544,,,,,,,,,,,,,,,,,28,17,24,Not Matched
154,L100237,Ff578f51ceaf1,Nigeria,Rivers,Bananas,A,2026-02-13,2026-02-15,77,0.8,10.5,11.83,6.7,6,0.922,,,,,,,,,,,,,,,,,6,4,5,Not Matched
155,L100241,F806230f6732a,Nigeria,Oyo,Bell Peppers,A,2026-02-08,2026-02-09,51,2.0,7.32,8.57,11.1,11,1.0,,,,,,,,,,,,,,,,,10,6,8,Not Matched
156,L100242,F7d6258dd786e,Nigeria,Oyo,Potatoes,B,2026-01-20,2026-01-22,151,0.41,11.56,9.07,45.0,30,0.669,,,,,,,,,,,,,,,,,45,27,38,Not Matched
157,L100243,Fb508a4550ba5,Nigeria,Rivers,Tomatoes,B,2026-02-12,2026-02-12,110,0.75,10.37,7.71,7.0,7,0.994,,,,,,,,,,,,,,,,,7,4,6,Not Matched
158,L100246,F50196aa54156,South Africa,Western Cape,Okra,B,2026-02-14,2026-02-15,131,1.25,-30.74,23.08,5.0,5,1.0,,,,,,,,,,,,,,,,,5,3,4,Not Matched
159,L100249,F1c0f9c1e6a01,Kenya,Mombasa,Potatoes,C,2026-01-18,2026-01-18,74,0.36,0.46,37.83,39.1,32,0.774,,,,,,,,,,,,,,,,,45,27,38,Not Matched
160,L100250,F806230f6732a,Nigeria,Oyo,Cucumbers,B,2026-02-15,2026-02-17,80,0.8,8.93,8.5,7.0,4,0.582,,,,,,,,,,,,,,,,,7,4,6,Not Matched
161,L100252,Fa52e642ee9db,Nigeria,Kano,Onions,C,2026-01-12,2026-01-14,62,0.46,8.73,7.37,26.1,38,1.0,,,,,,,,,,,,,,,,,30,18,26,Not Matched
162,L100254,Fcd6a62ab63f4,South Africa,Free State,Onions,C,2026-02-02,2026-02-02,195,0.59,-30.09,22.69,26.1,17,0.726,,,,,,,,,,,,,,,,,30,18,26,Not Matched
163,L100256,Fd1c46706632a,South Africa,KwaZulu-Natal,Okra,A,2026-02-11,2026-02-14,125,1.5,-30.74,21.47,5.6,8,0.958,,,,,,,,,,,,,,,,,5,3,4,Not Matched
164,L100257,Fcc9badfae88b,Kenya,Machakos,Mangoes,C,2026-02-19,2026-02-20,123,1.04,1.39,39.71,6.1,0,0.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
165,L100259,F7b263cbcd8dc,Nigeria,Kano,Bananas,A,2026-02-13,2026-02-13,90,0.79,9.82,9.9,6.7,6,1.0,,,,,,,,,,,,,,,,,6,4,5,Not Matched
166,L100263,Faee9c23509a3,Nigeria,Kaduna,Okra,A,2026-02-11,2026-02-11,128,1.28,8.67,9.76,5.6,8,0.976,,,,,,,,,,,,,,,,,5,3,4,Not Matched
167,L100264,F0318708f8eb7,Nigeria,Kaduna,Mangoes,B,2026-02-17,2026-02-17,87,1.15,10.83,11.66,7.0,2,0.273,,,,,,,,,,,,,,,,,7,4,6,Not Matched
168,L100267,F34e9643aa416,South Africa,KwaZulu-Natal,Bananas,A,2026-02-13,2026-02-13,116,0.92,-31.5,25.28,6.7,6,0.843,,,,,,,,,,,,,,,,,6,4,5,Not Matched
169,L100268,Fd6f7a14e3bbc,Nigeria,Kano,Bell Peppers,B,2026-02-19,2026-02-22,93,1.66,8.64,6.9,10.0,0,0.0,,,,,,,,,,,,,,,,,10,6,8,Not Matched
170,L100271,F5f060cbe45f5,Kenya,Nakuru,Bananas,A,2026-02-16,2026-02-17,158,0.95,-1.64,37.71,6.7,3,0.498,,,,,,,,,,,,,,,,,6,4,5,Not Matched
171,L100276,F1074cf94bab6,Kenya,Nairobi,Leafy Greens,B,2026-02-14,2026-02-14,95,1.34,1.29,39.13,4.0,5,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
172,L100280,F90c094894751,Nigeria,Kaduna,Leafy Greens,A,2026-02-17,2026-02-20,150,1.67,8.79,7.01,4.4,2,0.514,,,,,,,,,,,,,,,,,4,2,3,Not Matched
173,L100281,F00fa5b674775,South Africa,Free State,Potatoes,A,2026-01-25,2026-01-26,64,0.49,-29.48,21.3,50.0,25,0.413,,,,,,,,,,,,,,,,,45,27,38,Not Matched
174,L100282,Fca7bd9370b78,South Africa,Free State,Potatoes,B,2026-01-25,2026-01-27,333,0.56,-32.1,23.01,45.0,25,0.548,,,,,,,,,,,,,,,,,45,27,38,Not Matched
175,L100283,Fbbbf590c5b0e,Nigeria,Oyo,Mangoes,A,2026-02-13,2026-02-14,254,1.46,8.88,9.09,7.8,6,0.786,,,,,,,,,,,,,,,,,7,4,6,Not Matched
176,L100284,Fd80ca6a0bff6,Kenya,Nakuru,Carrots,A,2026-01-25,2026-01-25,123,0.91,0.83,37.97,31.1,25,0.769,,,,,,,,,,,,,,,,,28,17,24,Not Matched
177,L100286,Fa438a5917ebd,Kenya,Kiambu,Mangoes,B,2026-02-12,2026-02-14,97,1.25,0.6,39.41,7.0,7,0.999,,,,,,,,,,,,,,,,,7,4,6,Not Matched
178,L100290,F126f3f8d39e4,Kenya,Nakuru,Potatoes,B,2026-01-05,2026-01-06,162,0.46,0.62,36.65,45.0,45,0.954,,,,,,,,,,,,,,,,,45,27,38,Not Matched
179,L100292,F8f61b558f7a1,South Africa,KwaZulu-Natal,Bell Peppers,C,2026-02-11,2026-02-12,144,1.58,-30.04,24.08,8.7,8,0.94,,,,,,,,,,,,,,,,,10,6,8,Not Matched
180,L100293,Fdd6dc139cf1f,Nigeria,Oyo,Cucumbers,C,2026-02-15,2026-02-15,159,0.7,9.82,6.64,6.1,4,0.68,,,,,,,,,,,,,,,,,7,4,6,Not Matched
181,L100294,F43f828133157,Nigeria,FCT,Bananas,C,2026-02-15,2026-02-15,242,0.53,9.82,9.5,5.2,4,0.883,,,,,,,,,,,,,,,,,6,4,5,Not Matched
182,L100295,F7338dea95489,Kenya,Nairobi,Bananas,C,2026-02-15,2026-02-18,136,0.66,0.04,39.49,5.2,4,0.727,,,,,,,,,,,,,,,,,6,4,5,Not Matched
183,L100297,F57fc2bf6cabe,Kenya,Uasin Gishu,Onions,A,2026-01-23,2026-01-23,70,0.71,-1.29,35.05,33.3,27,0.746,,,,,,,,,,,,,,,,,30,18,26,Not Matched
184,L100298,Fe41c2e293283,Kenya,Kiambu,Onions,B,2026-02-08,2026-02-09,128,0.64,-1.5,38.18,30.0,11,0.233,,,,,,,,,,,,,,,,,30,18,26,Not Matched
185,L100300,Fe3b3d349fd72,Nigeria,Oyo,Bananas,B,2026-02-15,2026-02-18,108,0.7,7.88,6.43,6.0,4,0.633,,,,,,,,,,,,,,,,,6,4,5,Not Matched
186,L100301,F384432eed12d,Nigeria,Oyo,Carrots,B,2026-02-15,2026-02-15,50,0.62,9.15,8.67,28.0,4,0.21,,,,,,,,,,,,,,,,,28,17,24,Not Matched
187,L100302,F202b79271690,South Africa,Eastern Cape,Onions,B,2026-02-14,2026-02-16,60,0.64,-28.91,20.69,30.0,5,0.108,,,,,,,,,,,,,,,,,30,18,26,Not Matched
188,L100303,Fd7b0268ee43b,Nigeria,Kaduna,Bell Peppers,B,2026-02-10,2026-02-13,80,1.54,8.72,9.15,10.0,9,0.965,,,,,,,,,,,,,,,,,10,6,8,Not Matched
189,L100306,F54e09f0acd62,Kenya,Mombasa,Tomatoes,B,2026-02-11,2026-02-14,106,0.99,-0.8,35.6,7.0,8,0.938,,,,,,,,,,,,,,,,,7,4,6,Not Matched
190,L100307,F80d9a4e7d80c,Nigeria,Kaduna,Bell Peppers,B,2026-02-16,2026-02-17,123,1.51,9.01,8.67,10.0,3,0.293,,,,,,,,,,,,,,,,,10,6,8,Not Matched
191,L100308,F7b722e6f31f9,Kenya,Kiambu,Tomatoes,A,2026-02-11,2026-02-14,210,1.03,-0.87,37.86,7.8,8,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
192,L100310,F3ecfd7fdc405,Nigeria,Lagos,Carrots,A,2026-01-25,2026-01-25,84,0.82,9.22,10.88,31.1,25,0.758,,,,,,,,,,,,,,,,,28,17,24,Not Matched
193,L100311,F8f61b558f7a1,South Africa,KwaZulu-Natal,Carrots,A,2026-02-07,2026-02-10,82,1.04,-30.47,23.13,31.1,12,0.428,,,,,,,,,,,,,,,,,28,17,24,Not Matched
194,L100313,F44e1a1d5477c,Nigeria,Rivers,Leafy Greens,A,2026-02-11,2026-02-14,119,1.57,7.22,9.36,4.4,8,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
195,L100315,Fc9de9d735aba,Nigeria,Kano,Carrots,C,2026-01-31,2026-02-01,95,0.53,8.35,7.17,24.3,19,0.805,,,,,,,,,,,,,,,,,28,17,24,Not Matched
196,L100316,F261e9cca4bd3,Kenya,Machakos,Cucumbers,A,2026-02-14,2026-02-14,92,0.87,0.28,37.77,7.8,5,0.62,,,,,,,,,,,,,,,,,7,4,6,Not Matched
197,L100318,F5fba6af43325,South Africa,Limpopo,Bell Peppers,A,2026-02-14,2026-02-15,103,2.21,-30.06,23.29,11.1,5,0.444,,,,,,,,,,,,,,,,,10,6,8,Not Matched
198,L100321,F04e9f8956655,South Africa,Gauteng,Potatoes,A,2026-02-17,2026-02-20,93,0.65,-29.05,21.81,50.0,2,0.026,,,,,,,,,,,,,,,,,45,27,38,Not Matched
199,L100322,Fad0ca04beb6a,Nigeria,Kano,Potatoes,C,2026-02-07,2026-02-10,85,0.37,9.26,6.43,39.1,12,0.324,,,,,,,,,,,,,,,,,45,27,38,Not Matched
200,L100323,F049e27c9ac35,Nigeria,Kaduna,Okra,B,2026-02-09,2026-02-10,432,1.31,8.28,8.48,5.0,10,0.99,,,,,,,,,,,,,,,,,5,3,4,Not Matched
201,L100324,Fe6deaadb3446,Nigeria,Rivers,Carrots,A,2026-02-04,2026-02-06,84,0.63,9.22,6.48,31.1,15,0.43,,,,,,,,,,,,,,,,,28,17,24,Not Matched
202,L100325,F0d74c4a86c52,South Africa,Western Cape,Cucumbers,A,2026-02-15,2026-02-18,102,1.12,-28.6,23.05,7.8,4,0.49,,,,,,,,,,,,,,,,,7,4,6,Not Matched
203,L100327,F50ffaa220dcb,Nigeria,Lagos,Carrots,B,2026-02-05,2026-02-06,50,0.62,9.57,8.55,28.0,14,0.491,,,,,,,,,,,,,,,,,28,17,24,Not Matched
204,L100328,F0750c617be95,Nigeria,Oyo,Potatoes,A,2026-01-14,2026-01-14,196,0.56,8.45,8.59,50.0,36,0.696,,,,,,,,,,,,,,,,,45,27,38,Not Matched
205,L100329,F4ec8891ebd28,Kenya,Uasin Gishu,Mangoes,A,2026-02-17,2026-02-19,155,1.44,0.81,37.5,7.8,2,0.186,,,,,,,,,,,,,,,,,7,4,6,Not Matched
206,L100331,Fcac3698ae8c0,South Africa,KwaZulu-Natal,Mangoes,A,2026-02-19,2026-02-21,131,1.56,-30.18,21.98,7.8,0,0.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
207,L100332,F03360c248d1c,Kenya,Nairobi,Potatoes,A,2026-02-09,2026-02-09,119,0.62,-0.01,37.77,50.0,10,0.227,,,,,,,,,,,,,,,,,45,27,38,Not Matched
208,L100333,Fc6e75f1e1f81,Nigeria,Rivers,Okra,B,2026-02-14,2026-02-14,121,0.84,9.08,11.0,5.0,5,0.983,,,,,,,,,,,,,,,,,5,3,4,Not Matched
209,L100334,Fca7bd9370b78,South Africa,Free State,Carrots,A,2026-01-12,2026-01-14,148,0.87,-30.81,22.56,31.1,38,1.0,,,,,,,,,,,,,,,,,28,17,24,Not Matched
210,L100335,Fb02196de9215,Nigeria,Kano,Onions,C,2026-02-02,2026-02-02,200,0.6,7.96,6.79,26.1,17,0.736,,,,,,,,,,,,,,,,,30,18,26,Not Matched
211,L100339,F39ff6322abc2,Kenya,Kiambu,Bell Peppers,A,2026-02-11,2026-02-13,117,1.89,-0.38,37.18,11.1,8,0.679,,,,,,,,,,,,,,,,,10,6,8,Not Matched
212,L100340,F0aabe3a293ea,Kenya,Nairobi,Leafy Greens,A,2026-02-09,2026-02-12,148,2.19,-0.15,37.49,4.4,10,0.963,,,,,,,,,,,,,,,,,4,2,3,Not Matched
213,L100341,F61c9599edce8,South Africa,Eastern Cape,Okra,A,2026-02-14,2026-02-14,133,1.49,-29.67,22.07,5.6,5,0.805,,,,,,,,,,,,,,,,,5,3,4,Not Matched
214,L100343,F34e9643aa416,South Africa,KwaZulu-Natal,Potatoes,A,2026-01-15,2026-01-15,76,0.68,-30.18,22.06,50.0,35,0.804,,,,,,,,,,,,,,,,,45,27,38,Not Matched
215,L100347,F632a3dabd86c,Kenya,Uasin Gishu,Mangoes,A,2026-02-18,2026-02-18,102,1.37,-1.18,38.35,7.8,1,0.15,,,,,,,,,,,,,,,,,7,4,6,Not Matched
216,L100348,F174b75d951d8,Nigeria,Kano,Carrots,A,2026-02-17,2026-02-18,75,0.72,9.36,7.65,31.1,2,0.1,,,,,,,,,,,,,,,,,28,17,24,Not Matched
217,L100349,F9aaad28326c9,South Africa,Eastern Cape,Bananas,C,2026-02-17,2026-02-19,152,0.76,-31.57,22.58,5.2,2,0.344,,,,,,,,,,,,,,,,,6,4,5,Not Matched
218,L100351,Ff35ec1dd0cc0,South Africa,Gauteng,Potatoes,A,2026-01-21,2026-01-22,297,0.79,-28.8,21.68,50.0,29,0.642,,,,,,,,,,,,,,,,,45,27,38,Not Matched
219,L100352,F9133374ccebe,Nigeria,Lagos,Leafy Greens,B,2026-02-08,2026-02-08,114,1.53,9.15,10.15,4.0,11,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
220,L100353,F59f271d349b4,South Africa,Limpopo,Bell Peppers,A,2026-02-14,2026-02-14,86,2.37,-30.27,21.34,11.1,5,0.44,,,,,,,,,,,,,,,,,10,6,8,Not Matched
221,L100355,F099473214cca,South Africa,Eastern Cape,Mangoes,A,2026-02-18,2026-02-21,129,1.65,-31.14,22.96,7.8,1,0.172,,,,,,,,,,,,,,,,,7,4,6,Not Matched
222,L100356,F92a7a8e3ec13,Nigeria,Kano,Okra,A,2026-02-12,2026-02-13,87,1.25,6.9,7.89,5.6,7,1.0,,,,,,,,,,,,,,,,,5,3,4,Not Matched
223,L100357,Fb02196de9215,Nigeria,Kano,Tomatoes,B,2026-02-15,2026-02-16,185,0.9,8.36,9.15,7.0,4,0.681,,,,,,,,,,,,,,,,,7,4,6,Not Matched
224,L100359,F70eb5793cc39,Nigeria,Kano,Tomatoes,C,2026-02-11,2026-02-11,171,0.74,9.7,9.33,6.1,8,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
225,L100360,F5fba6af43325,South Africa,Limpopo,Okra,B,2026-02-12,2026-02-14,118,1.22,-31.9,24.47,5.0,7,1.0,,,,,,,,,,,,,,,,,5,3,4,Not Matched
226,L100361,F5713f2995a1e,South Africa,Free State,Tomatoes,A,2026-02-19,2026-02-21,132,1.29,-30.97,22.4,7.8,0,0.025,,,,,,,,,,,,,,,,,7,4,6,Not Matched
227,L100362,Fcac3698ae8c0,South Africa,KwaZulu-Natal,Onions,A,2026-01-22,2026-01-22,125,0.67,-29.58,21.78,33.3,28,0.89,,,,,,,,,,,,,,,,,30,18,26,Not Matched
228,L100363,F0266e50f4cce,South Africa,Free State,Carrots,A,2026-02-01,2026-02-01,184,0.83,-29.47,23.46,31.1,18,0.537,,,,,,,,,,,,,,,,,28,17,24,Not Matched
229,L100364,F1d65db289254,South Africa,Western Cape,Onions,A,2026-02-12,2026-02-13,160,0.79,-29.21,21.77,33.3,7,0.149,,,,,,,,,,,,,,,,,30,18,26,Not Matched
230,L100366,Fe41c2e293283,Kenya,Kiambu,Mangoes,A,2026-02-14,2026-02-17,117,1.5,0.05,38.21,7.8,5,0.664,,,,,,,,,,,,,,,,,7,4,6,Not Matched
231,L100367,F9517b739ef62,Nigeria,Kaduna,Bananas,B,2026-02-14,2026-02-17,72,0.71,8.23,8.98,6.0,5,0.775,,,,,,,,,,,,,,,,,6,4,5,Not Matched
232,L100370,F3c03a56b4a9a,Nigeria,Lagos,Carrots,A,2026-02-01,2026-02-04,64,0.79,7.25,8.02,31.1,18,0.543,,,,,,,,,,,,,,,,,28,17,24,Not Matched
233,L100371,Fbf18bfcc5365,Kenya,Machakos,Leafy Greens,A,2026-02-18,2026-02-19,114,1.58,-0.41,38.44,4.4,1,0.312,,,,,,,,,,,,,,,,,4,2,3,Not Matched
234,L100373,Fd27556187f3a,Kenya,Mombasa,Okra,B,2026-02-17,2026-02-20,57,0.92,0.61,37.46,5.0,2,0.391,,,,,,,,,,,,,,,,,5,3,4,Not Matched
235,L100374,F7e0c061c47f1,South Africa,Gauteng,Carrots,C,2026-01-16,2026-01-19,233,0.7,-31.99,22.17,24.3,34,1.0,,,,,,,,,,,,,,,,,28,17,24,Not Matched
236,L100376,F0fbe5ce2fd70,Nigeria,Lagos,Carrots,A,2026-01-08,2026-01-11,101,0.74,8.35,9.11,31.1,42,1.0,,,,,,,,,,,,,,,,,28,17,24,Not Matched
237,L100377,F5c4fbcd41516,Kenya,Nairobi,Potatoes,A,2026-02-19,2026-02-20,69,0.5,-1.53,38.38,50.0,0,0.0,,,,,,,,,,,,,,,,,45,27,38,Not Matched
238,L100379,F8f1f3657fa42,Kenya,Kiambu,Onions,A,2026-02-11,2026-02-14,69,0.8,-0.69,38.5,33.3,8,0.362,,,,,,,,,,,,,,,,,30,18,26,Not Matched
239,L100380,Fe355d37954c9,Nigeria,Oyo,Bell Peppers,C,2026-02-13,2026-02-16,84,1.34,8.68,8.53,8.7,6,0.672,,,,,,,,,,,,,,,,,10,6,8,Not Matched
240,L100381,F54e09f0acd62,Kenya,Mombasa,Bell Peppers,B,2026-02-13,2026-02-14,58,1.78,0.31,36.11,10.0,6,0.609,,,,,,,,,,,,,,,,,10,6,8,Not Matched
241,L100382,F56fb0b2447e3,South Africa,Gauteng,Onions,A,2026-02-07,2026-02-09,344,0.68,-28.85,22.32,33.3,12,0.226,,,,,,,,,,,,,,,,,30,18,26,Not Matched
242,L100384,F28187dd9208d,Nigeria,Lagos,Carrots,A,2026-02-05,2026-02-08,149,0.86,10.13,8.91,31.1,14,0.421,,,,,,,,,,,,,,,,,28,17,24,Not Matched
243,L100385,F2a73caaf3622,Kenya,Nakuru,Carrots,A,2026-01-13,2026-01-13,96,0.76,0.99,36.18,31.1,37,0.878,,,,,,,,,,,,,,,,,28,17,24,Not Matched
244,L100387,F349776dabf2b,Nigeria,FCT,Onions,A,2026-02-01,2026-02-02,202,0.68,8.87,9.24,33.3,18,0.6,,,,,,,,,,,,,,,,,30,18,26,Not Matched
245,L100388,F8f61b558f7a1,South Africa,KwaZulu-Natal,Onions,B,2026-02-01,2026-02-03,137,0.72,-31.43,23.76,30.0,18,0.7,,,,,,,,,,,,,,,,,30,18,26,Not Matched
246,L100390,Fc4c6951fc673,Nigeria,Lagos,Mangoes,B,2026-02-13,2026-02-14,69,1.28,9.14,10.74,7.0,6,0.812,,,,,,,,,,,,,,,,,7,4,6,Not Matched
247,L100391,Fddeb54faeaa7,Nigeria,FCT,Bell Peppers,C,2026-02-16,2026-02-17,122,1.48,12.03,9.18,8.7,3,0.313,,,,,,,,,,,,,,,,,10,6,8,Not Matched
248,L100392,Fdea957add8a6,Nigeria,FCT,Tomatoes,C,2026-02-17,2026-02-19,256,0.86,8.39,9.71,6.1,2,0.277,,,,,,,,,,,,,,,,,7,4,6,Not Matched
249,L100397,F289f03b892da,Kenya,Mombasa,Mangoes,C,2026-02-11,2026-02-11,207,1.09,1.53,36.95,6.1,8,0.98,,,,,,,,,,,,,,,,,7,4,6,Not Matched
250,L100398,Fb84d298117aa,Kenya,Machakos,Okra,B,2026-02-18,2026-02-19,50,1.24,-1.74,36.65,5.0,1,0.154,,,,,,,,,,,,,,,,,5,3,4,Not Matched
251,L100399,F5cc46a717595,South Africa,Limpopo,Okra,A,2026-02-16,2026-02-19,63,1.37,-29.86,22.05,5.6,3,0.653,,,,,,,,,,,,,,,,,5,3,4,Not Matched
252,L100400,Fb837fcc844b5,South Africa,KwaZulu-Natal,Mangoes,A,2026-02-19,2026-02-22,76,1.71,-32.71,23.1,7.8,0,0.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
253,L100403,Ff751986c0686,South Africa,Western Cape,Carrots,B,2026-02-07,2026-02-07,77,0.85,-30.06,23.59,28.0,12,0.385,,,,,,,,,,,,,,,,,28,17,24,Not Matched
254,L100405,F82a158e842d3,Kenya,Mombasa,Carrots,B,2026-02-05,2026-02-05,74,0.74,0.09,36.02,28.0,14,0.422,,,,,,,,,,,,,,,,,28,17,24,Not Matched
255,L100406,F7c2cc1c1831a,Nigeria,Lagos,Leafy Greens,A,2026-02-10,2026-02-13,92,1.56,8.08,11.17,4.4,9,1.0,,,,,,,,,,,,,,,,,4,2,3,Not Matched
256,L100408,F4e7106b698d7,South Africa,Western Cape,Cucumbers,B,2026-02-13,2026-02-13,94,0.94,-32.03,20.71,7.0,6,0.852,,,,,,,,,,,,,,,,,7,4,6,Not Matched
257,L100412,F9676fe801b77,Kenya,Uasin Gishu,Onions,A,2026-01-11,2026-01-13,235,0.66,-2.04,38.37,33.3,39,0.957,,,,,,,,,,,,,,,,,30,18,26,Not Matched
258,L100413,F218a97fc86f1,South Africa,Free State,Cucumbers,C,2026-02-18,2026-02-18,330,0.79,-28.96,22.45,6.1,1,0.112,,,,,,,,,,,,,,,,,7,4,6,Not Matched
259,L100415,F4846148a354c,Nigeria,Oyo,Bell Peppers,C,2026-02-12,2026-02-15,146,1.18,9.87,10.86,8.7,7,0.779,,,,,,,,,,,,,,,,,10,6,8,Not Matched
260,L100416,Fc4ab86e6c536,Kenya,Nairobi,Onions,B,2026-02-02,2026-02-02,88,0.67,-0.96,38.21,30.0,17,0.573,,,,,,,,,,,,,,,,,30,18,26,Not Matched
261,L100417,F632a3dabd86c,Kenya,Uasin Gishu,Onions,A,2026-02-16,2026-02-19,90,0.68,0.29,38.17,33.3,3,0.117,,,,,,,,,,,,,,,,,30,18,26,Not Matched
262,L100419,Fe3717c49f953,Kenya,Kiambu,Potatoes,A,2026-01-12,2026-01-14,194,0.54,1.64,39.29,50.0,38,0.801,,,,,,,,,,,,,,,,,45,27,38,Not Matched
263,L100420,Fc9ba162fe584,South Africa,KwaZulu-Natal,Cucumbers,A,2026-02-11,2026-02-14,123,1.01,-30.63,23.09,7.8,8,1.0,,,,,,,,,,,,,,,,,7,4,6,Not Matched
264,L100421,Fd7eb73d082f3,South Africa,Eastern Cape,Okra,A,2026-02-18,2026-02-18,107,1.27,-30.56,21.66,5.6,1,0.165,,,,,,,,,,,,,,,,,5,3,4,Not Matched
